linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
90955494,eliminacion_catalan,caracteres_problematicos: {'·'},El concepte d'ordenació evolutiva en règim de col·laboració ha sorgit com un mitjà possible de millo...,,,,,
90959715,eliminacion_catalan,"caracteres_problematicos: {'•', '·'}",• Els requisits establerts pel Departament d'Energia s'apliquen a les instal·lacions de la seva prop...,,,,,
90976211,eliminacion_catalan,caracteres_problematicos: {'/'},"El OSACT va acordar les pròximes mesures per a l'aplicació de la decisió 13/CP.7, segons s'indica en...",,,,,
90977505,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","Les Parts podran designar a [un número màxim de X] experts per a integrar aquesta llista, per exempl...",,,,,
90999607,eliminacion_catalan,"caracteres_problematicos: {'·', '[', ']'}","7197, 1993] (va denegar la sol·licitud d'exoneració del comprador perquè aquest no va provar que el ...",,,,,
91052851,eliminacion_catalan,caracteres_problematicos: {'/'},Sobre la base d'una avaluació de l'estructura d'incentius dimanant de les directrius de les bases de...,,,,,
91154908,eliminacion_catalan,caracteres_problematicos: {'/'},"En la seva resolució 51/226, de 3 d'abril de 1997, l'Assemblea va aclarir de la següent manera les o...",,,,,
91163848,eliminacion_catalan,caracteres_problematicos: {'”'},"Exigim que la Fiscalia de l'Estat garanteixi el compliment de la decisió de la Cort Suprema, complet...",,,,,
91179554,eliminacion_catalan,caracteres_problematicos: {'·'},El Comitè acull amb beneplàcit la Llei de decisions administratives (revisió) (esmena) (Jersey) de 1...,,,,,
91211676,eliminacion_catalan,caracteres_problematicos: {'·'},A l'Àsia sud-oriental es reforçarà la cooperació executant les activitats previstes en un marc progr...,,,,,
91221023,eliminacion_catalan,caracteres_problematicos: {'·'},"A les 03.10 hores, elements de la milícia mercenària de Lahad van disparar ràfegues d'armes de calib...",,,,,
91270550,eliminacion_catalan,caracteres_problematicos: {'·'},"Acollim amb beneplàcit l'enfocament equilibrat d'aquesta resolució, que apunta al comerç il·lícit de...",,,,,
91277228,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","No obstant això, NASSCOM veu de grat la seva creació si augmenta la penetració de la tecnologia d'in...",,,,,
91309842,eliminacion_catalan,caracteres_problematicos: {'/'},"Vegeu Departament d'Educació de les Bermudes, 23 de febrer de 2009, http://www.bermuda-online.org/ed...",,,,,
91321671,eliminacion_catalan,caracteres_problematicos: {'·'},f) Una funcionària de la FPNUL va presentar una sol·licitud enganyosa de reemborsament de despeses d...,,,,,
91327047,eliminacion_catalan,"caracteres_problematicos: {'/', '°'}",Demana al Secretari General que estableixi una oficina integrada de les Nacions Unides per a la cons...,,,,,
91339072,eliminacion_catalan,caracteres_problematicos: {'•'},• Assegurar-se que les seves reglamentacions sobre llavors (mecanismes de certificació de llavors) i...,,,,,
91339602,eliminacion_catalan,caracteres_problematicos: {'/'},Informe del Director Executiu sobre les activitats de l'Oficina de les Nacions Unides contra la Drog...,,,,,
91376509,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Els Governs concebuts o instaurats des de l'exterior i designats com “de transició” al marge del deg...,,,,,
91399989,eliminacion_catalan,caracteres_problematicos: {'/'},"En la seva resolució 2006/20, el Consell Econòmic i Social va demanar al Secretari General que convo...",,,,,
91442461,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","En el paràgraf 49, les paraules “provide an assessment of” del text original anglès (“proporcioni un...",,,,,
91504882,eliminacion_catalan,caracteres_problematicos: {'·'},5) Les contramesures poden només excloure la il·licitud en les relacions entre l'Estat lesionat i l'...,,,,,
91563357,eliminacion_catalan,caracteres_problematicos: {'%'},"De 1987 a 1995, la freqüentació dels serveis de salut per rebre tractament va ser generalment baixa ...",,,,,
91602872,eliminacion_catalan,"caracteres_problematicos: {'“', '/', '”'}",El Secretari General té l'honor de transmetre als membres de l'Assemblea General l'informe de la Dep...,,,,,
91617701,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}","En una sol·licitud directa de 2000 la Comissió va prendre nota amb interès que, de conformitat amb l...",,,,,
91727497,eliminacion_catalan,caracteres_problematicos: {'·'},En ampliar les aliances més enllà dels límits de les dependències tradicionals de lluita contra el p...,,,,,
91797942,eliminacion_catalan,caracteres_problematicos: {'/'},Pel que fa al control dels fons que es troben fora del marc de les institucions financeres i bancàri...,,,,,
91825068,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}","Al costat d'això, l'informe de la missió va tractar els temes de l'epidèmia de SIDA/VIH, de pal·liar...",,,,,
91858075,eliminacion_catalan,caracteres_problematicos: {'/'},Informe del Secretari General sobre les institucions nacionals de promoció i protecció dels drets hu...,,,,,
91926088,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","En el Discurs del Tron de 2006, es va reconèixer que les relacions interracials continuen repercutin...",,,,,
92009017,eliminacion_catalan,caracteres_problematicos: {'·'},Només caldria resoldre aquestes dificultats si s'uniformen els reglaments d'inscripció dels diferent...,,,,,
92039865,eliminacion_catalan,caracteres_problematicos: {'·'},"A més, atiant les preocupacions regionals, va haver-hi revelacions sobre l'existència d'una xarxa de...",,,,,
92046867,eliminacion_catalan,caracteres_problematicos: {'/'},"Antecedents. La CP, en la seva decisió 2/CP.13, va demanar al OSACT que dugués a terme un programa d...",,,,,
92047025,eliminacion_catalan,caracteres_problematicos: {'/'},"Ibíd., seixantè segon període de sessions, suplement núm. 6 (A/62/6/Add.1).",,,,,
92171850,eliminacion_catalan,caracteres_problematicos: {'/'},Resolució 1/CMP.1,,,,,
92211593,eliminacion_catalan,caracteres_problematicos: {'—'},"En el cas de Corea del Nord, les converses entre les sis parts —que es van suspendre durant un any i...",,,,,
92242876,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '·'}","Kemal Dervis, el passat dilluns 27 de novembre de 2006, durant el debat temàtic oficiós de l'Assembl...",,,,,
92305138,eliminacion_catalan,caracteres_problematicos: {'·'},El Tribunal va anul·lar la decisió del Consell per una qüestió tècnica que queia fora de l'àmbit de ...,,,,,
92352463,eliminacion_catalan,caracteres_problematicos: {'·'},"Els tallers tindran lloc al Parlament, Brussel·les.",,,,,
92371468,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Reconeixem els passos tímids presos en relació amb alguns punts presentats en el seu moment a través...,,,,,
92418629,eliminacion_catalan,caracteres_problematicos: {'”'},"No obstant això, amb la intenció d'assegurar la uniformitat d'estil en totes les disposicions model,...",,,,,
92424015,eliminacion_catalan,caracteres_problematicos: {'·'},El reclamant va afirmar en la seva resposta a la notificació feta conformement a l'article 34 que el...,,,,,
92561448,eliminacion_catalan,caracteres_problematicos: {'—'},"Sigui com sigui, els governs —a través de les seves reglamentacions, les seves inversions i el seu c...",,,,,
92564608,eliminacion_catalan,caracteres_problematicos: {'°'},"El Perú a través de la Resolució Legislativa N° 24811 del 12 de maig de 1988, va aprovar la ""Convenc...",,,,,
92575694,eliminacion_catalan,caracteres_problematicos: {'·'},"Una altra iniciativa és l'adoptada pel Ministeri de Ciència, Recerca i Tecnologia de la República Is...",,,,,
92585650,eliminacion_catalan,caracteres_problematicos: {'/'},Molts delegats van reafirmar el compromís dels seus governs amb la Declaració sobre els principis re...,,,,,
92622778,eliminacion_catalan,"caracteres_problematicos: {'/', '—'}","Massa abús, explotació, pobresa, analfabetisme, desnutrició i malalties —sobretot el VIH/SIDA mortíf...",,,,,
92644856,eliminacion_catalan,caracteres_problematicos: {'“'},"“El 2 d'abril de 2003, el Consell de Seguretat, conformement al que es disposa en les seccions A i B...",,,,,
92665439,eliminacion_catalan,caracteres_problematicos: {'/'},"Com es va observar en el paràgraf 67 del document A/CN.9/526, es va expressar preferència per no sup...",,,,,
92713194,eliminacion_catalan,caracteres_problematicos: {'&'},X. RECOMANACIÓ DE LA FERGUSON & TIMPSON LIMITED 175 - 186 55,,,,,
92725453,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","De la mateixa manera, les normes nacionals dels Estats Units exigien que les institucions financeres...",,,,,
92765152,eliminacion_catalan,caracteres_problematicos: {'”'},"Finalment, els membres del Consell de Seguretat m'han demanat que recordi a Etiòpia les obligacions ...",,,,,
92806543,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Decideix incloure en el programa provisional del seu cinquantè novè període de sessions el tema titu...,,,,,
92825853,eliminacion_catalan,caracteres_problematicos: {'/'},"També en la mateixa sessió, el representant de Sud-àfrica (en nom dels Estats membres del Grup Afric...",,,,,
92860580,eliminacion_catalan,caracteres_problematicos: {'•'},• Les recomanacions dels experts del Consell d'Europa,,,,,
92982067,eliminacion_catalan,caracteres_problematicos: {'%'},Descompte del 10% en els serveis auxiliars,,,,,
93085619,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Assessor “Bin Zayed”: Els egipcis van respondre a la Germanor,,,,,
93180941,eliminacion_catalan,caracteres_problematicos: {'·'},? La cancel·lació de 30 dies o més s'aplica a totes les reserves de més de dues habitacions durant t...,,,,,
93232930,eliminacion_catalan,caracteres_problematicos: {'+'},Zona horària UTC +11:00,,,,,
93233067,eliminacion_catalan,caracteres_problematicos: {'·'},"1. Sidney Lumet Arthur era un director nord-americà, productor i guionista amb més de 50 pel·lícules...",,,,,
93261332,eliminacion_catalan,caracteres_problematicos: {'@'},Si vols que es deixin de processar les teves dades d'acord amb el que s'estipula als propòsits C-F i...,,,,,
93265393,eliminacion_catalan,caracteres_problematicos: {'*'},"(**) Alguns serveis a la seva habitació, amb suplement i en funció de la disponibilitat",,,,,
93339304,eliminacion_catalan,"caracteres_problematicos: {'/', '®'}","Wilden Pump AODD Blog Wilden® P420 / 430 i P820 / 830 FIT metall Bombes Ara Disponible,en",,,,,
93514069,eliminacion_catalan,caracteres_problematicos: {'%'},Per a qualsevol dia d'avui la fi que vostè va a obtenir a l'instant 5% descompte! Aquest iHerb.com e...,,,,,
93550790,eliminacion_catalan,caracteres_problematicos: {'·'},Vil·les de Texas (618),,,,,
93563931,eliminacion_catalan,caracteres_problematicos: {'/'},"/ 8401 Sunset Boulevard, West Hollywood, Estats Units / contacti'ns",,,,,
93609242,eliminacion_catalan,"caracteres_problematicos: {'<', '>'}",<unk> POLÍTICA DE COOKIE _ LLIURAMENT DE FLORS JEDDAH - JEDDAH DE FLORISTA ONLINE,,,,,
93661163,eliminacion_catalan,caracteres_problematicos: {'·'},La característica dominant en la sort és un símbol que es troba en el mosaic a l'entrada de la Vil·l...,,,,,
93774629,eliminacion_catalan,caracteres_problematicos: {'&'},"comoditats, Suite Aparthotel & Spa El Refugio De Aran Vielha - Vielha - Espanya",,,,,
93778193,eliminacion_catalan,caracteres_problematicos: {'$'},$20 codi de descompte per a comandes de més de $149 a TBDress,,,,,
93843712,eliminacion_catalan,caracteres_problematicos: {'·'},"2 Items col·leccionats de les informacions personals, Enfocament de l'aplicació",,,,,
93888449,eliminacion_catalan,caracteres_problematicos: {'$'},"Visita aquesta oferta i obtindrà, sense DJI.com codi promocional, $50 descompte per Mavic Alpine Pro...",,,,,
93892982,eliminacion_catalan,caracteres_problematicos: {'&'},Hotels Temàtics Apartaments i B&Bs (161),,,,,
93910492,eliminacion_catalan,caracteres_problematicos: {'¥'},Curs de Otegaru (Llum) _ ¥ 3240,,,,,
93949947,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '·'}",“Assumeixo aquest repte amb gran alegria”: amb aquestes paraules s'expressa Kirill Petrenko en el no...,,,,,
94032026,eliminacion_catalan,caracteres_problematicos: {'>'},Barra lateral> Neteja d'avast > Auto-neteja i Estalvi de bateria,,,,,
94068698,eliminacion_catalan,caracteres_problematicos: {'·'},L'Eatin Hotel Makkasan està situat al cor de la zona comercial de Bangkok i ofereix allotjament delu...,,,,,
94080354,eliminacion_catalan,caracteres_problematicos: {'$'},Bitllet Machu Picchu 2020 per entrar a Machu Picchu i visitar durant 4 hores. $39.00,,,,,
94081278,eliminacion_catalan,caracteres_problematicos: {'›'},Comprar 3 DJ al tancament d'avui 2016.04.05 Posició final llarg 2 ›,,,,,
94089955,eliminacion_catalan,caracteres_problematicos: {'&'},Llegir contactes del telèfon & Historial de trucades,,,,,
94122012,eliminacion_catalan,caracteres_problematicos: {'%'},"Preus especials només per aquesta setmana a NOTINO! Aixecar-se a 70% descompte, sense un cupó promoc...",,,,,
232310,eliminacion_chino,"caracteres_no_chinos: {','}","由于很多原因，我们确定你不想阅读这个问题描述，从 1752 年 9 月 3 日起,11 天被取消，以便人们不要重写历史。",,,,,
644821,eliminacion_chino,"caracteres_no_chinos: {','}","你的社会保障帐户应该显示你估计的好处，如果你开始在62岁，你的FRA，和70,所以你可以从这些开始。",,,,,
775361,eliminacion_chino,caracteres_no_chinos: {'.'},153. 我们还认识到，主要由妇女从事的非正式无偿工作大大有助于人类福祉和 可持续发展。,,,,,
778113,eliminacion_chino,caracteres_no_chinos: {'.'},这里的两个例子都将返回true.。,,,,,
994710,eliminacion_chino,caracteres_no_chinos: {'.'},与此同时，CS First和Code Club正在更新他们的产品来支持Scratch 3.0活动。,,,,,
