linea,tipo,razon,texto_original
14664298,eliminacion_chino,"caracteres_no_chinos: {','}","据悉，大约7500名警察被动员起来，包括香榭丽舍大街在内的几个地区被禁止抗议活动,30多个地铁站关闭。"
15113824,eliminacion_chino,caracteres_no_chinos: {'-'},在塞内加尔基思 - 迪亚涅采访渔民，以确定保护非洲野生动物的切实可行的方法。
15269042,eliminacion_chino,"caracteres_no_chinos: {','}","在1981年联合国大会上它是唯一的反对者,118 比1,它唯一支持制定法律限制童工产品。"
15914419,eliminacion_chino,"caracteres_no_chinos: {'%', '.'}",10年期国债收益率周二突破2.8%关键心理关口，且尚未在股市动荡中复苏。
16003439,eliminacion_chino,"caracteres_no_chinos: {""'""}",“挑战将是将设备分配到库存，同时满足终端市场的需求，”Vertical Research Partners的机械分析师Joe O'Dea说。
16160983,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","杰克·雷诺（英语：Jack Reynor,1992年1月23日-）是一位爱尔兰演员。"
16166575,eliminacion_chino,caracteres_no_chinos: {'-'},- HH约瑟夫·韦勒， 欧洲宪法：“做新衣服有一个皇帝？”和欧洲一体化等文章。
16224845,eliminacion_chino,caracteres_no_chinos: {'/'},在第二次世界大战期间及之后，明尼苏达州电力得以繁荣发展，其铁矿石开采，林业/造纸业，谷物出口和苏必利尔湖上的造船业得以扩展。
16262917,eliminacion_chino,caracteres_no_chinos: {'.'},了解生殖健康和身体如何工作是获得良好妇女保健的第一步.。
16343155,eliminacion_chino,caracteres_no_chinos: {'.'},TLS 1.3[8] 刚刚通过了标准化的最后流程，并且已经被一些实现所支持。
16447713,eliminacion_chino,caracteres_no_chinos: {'-'},巴黎 - 警察周日搜查了车臣出生的法国人的背景，该法国人在巴黎的一次刀袭中杀死了一名男子，质疑这位21岁的父母和一位曾被标记为潜在安全风险的朋友。
16476522,eliminacion_chino,"caracteres_no_chinos: {','}","容纳人数： 20,000 容纳人数： 18,000 扩建 22,000 扩建 15,000"
16558534,eliminacion_chino,caracteres_no_chinos: {'-'},如果仍无法读取其他 CD、请与 CD-ROM 驱动器制造商或计算机制造商联系。
16742882,eliminacion_chino,"caracteres_no_chinos: {','}","一棵唯一树可能居住只要1,000 年和成长为高度120 英尺。"
16836804,eliminacion_chino,"caracteres_no_chinos: {""'""}",苹果培训系列教材：iWork'09
16852943,eliminacion_chino,caracteres_no_chinos: {'-'},“”什么形状？“”Ingram的形状；一个高贵美丽的女人，-你的新娘。”
16907472,eliminacion_chino,"caracteres_no_chinos: {','}","理事会估计，全国各地有约25,000个福音派和其他新教徒的敬拜场所，显示教会蓬勃发展。"
17034017,eliminacion_chino,"caracteres_no_chinos: {','}","我们注意到,100倍是一个非常高的指标——事实上，大多数普通的营利性公司的投资者很少能获得接近100倍的回报。"
17087250,eliminacion_chino,caracteres_no_chinos: {'.'},全世界有5亿以上的成年人体重过重；2.05亿男性和2.97亿女性。
17315659,eliminacion_chino,caracteres_no_chinos: {'.'},低收入和中等收入国家的政府每年花在促进母乳喂养方面的资金约为2.5亿美元；而捐助者只额外提供了8500万美元资金。
17359015,eliminacion_chino,"caracteres_no_chinos: {""'""}",根据圣安德鲁斯大学前化学系主任David O'Hagan教授的说法，这张“非凡”的图表将在今年晚些时候公开展示给该大学的研究人员。
17557748,eliminacion_chino,caracteres_no_chinos: {'-'},一个垂死的女人遗赠的自私的漠视，一个冲动的女孩试图帮助一个贫穷的文员，以及一个理想主义者和唯物主义者之间的婚姻 - 都在赫特福德郡的一个名为霍华德·霍尔（Howards End）的地方相交。
17613831,eliminacion_chino,caracteres_no_chinos: {'-'},就像卡伊达在2001年至2002年间，从其阿富汗-巴基斯坦据地分散到全球冲突区一样，伊国组织将把重点放在巩固海外的省（wilayat），让它们成为其堡垒。
17665515,eliminacion_chino,"caracteres_no_chinos: {','}","国家林业和草原局提出,2020年，我国将建立一批国家公园，形成统一的管理体系，以连接零散的栖息地，改善野生动物的管理和保护。"
17676044,eliminacion_chino,caracteres_no_chinos: {'・'},阿富汗政治分析师兼专栏作家哈贾图拉・齐亚说，暴力犯罪分子已经对香港造成了巨大破坏，给香港的商业和教育带来了巨大损失。
17782992,eliminacion_chino,caracteres_no_chinos: {'.'},国土安全部今年从其他机构向移民和海关执法局（ICE）转移了1.69亿美元，用于今年拘留和遣返移民。”
17895350,eliminacion_chino,"caracteres_no_chinos: {""'""}",同时，巴勒斯坦武装团体在加萨走廊已对以色列发射了超过600枚无差别攻击的火箭，目标为以色列主要城市如耶路撒冷、 特拉维夫、贝尔谢巴、亚实基伦及哈代拉（Jerusalem， Tel Aviv， Be'e...
18056123,eliminacion_chino,caracteres_no_chinos: {'.'},IRIS CertificationTMrev.03将于2017年6月1日生效
18197382,eliminacion_chino,caracteres_no_chinos: {'.'},3.由于电脑屏幕有色差，特别是与CRT屏和LCD屏，我们不能保证我们产品的颜色会完全一样与你看到的照片。
18215250,eliminacion_chino,caracteres_no_chinos: {'.'},A. 旅馆是一种较便宜的方式安全地与世界各地志同道合的旅客保持联系。
18285169,eliminacion_chino,"caracteres_no_chinos: {','}","其中,1200万儿童视力因屈光不正受损，这种病情易于诊断和矫正。"
18346260,eliminacion_chino,"caracteres_no_chinos: {','}","它配备了面部美化工具,200多个有趣的视频聊天和录音效果，以及一整套捕捉工具。"
18403385,eliminacion_chino,caracteres_no_chinos: {'.'},图10. 适用于60 GHz发射器的完整信号链解决方案（OOK调制器）。
18503012,eliminacion_chino,caracteres_no_chinos: {'.'},3.1 国际化的战略目标
18504970,eliminacion_chino,caracteres_no_chinos: {'-'},如果你能赚更多的钱去唱流行音乐，而不是你唱的那些教会歌曲-没有人会因为唱歌而得救。
18506862,eliminacion_chino,caracteres_no_chinos: {'.'},"但在很多的包装盒中，纸品包装盒占商场份额大，究其原因与契合""绿色包装""的需求，""绿色包装""也称为""无公害包装""和""环境之友包装"".。"
18514320,eliminacion_chino,caracteres_no_chinos: {'-'},EXPAND-TB项目补充各国际伙伴，包括抗击艾滋病、结核病和疟疾全球基金、世界银行和美国政府等对实验室基础设施和诊断服务的投资。
18548658,eliminacion_chino,caracteres_no_chinos: {'-'},蒂勒（Tiller）描绘了这些医生的复杂而富有同情心的肖像之后，勒罗伊·卡哈特（LeRoy Carhart），沃伦·海恩（Warren Hern）博士，苏珊·罗宾逊（Susan Robinson）博士...
18612626,eliminacion_chino,caracteres_no_chinos: {'.'},而东海岸史上最大的地震记录是里氏7.3级，在1886年袭击南卡罗来纳州。
18854969,eliminacion_chino,caracteres_no_chinos: {'-'},虽然它不是一个停车场5-HTP高，因为它是五羟色胺的影响，睡眠的复杂系统，心态，以及食欲的过程中发生的通信管制的直接结果。
19077669,eliminacion_chino,caracteres_no_chinos: {'/'},/ 适宜、适当的处所或位置。
19287221,eliminacion_chino,"caracteres_no_chinos: {'%', '-'}",华盛顿——2015 - 2020美国膳食指南（DGA）毫无疑问建议添加糖占每日热量的不超过10%，但他承认，在健康饮食有糖果的空间。
19291468,eliminacion_chino,caracteres_no_chinos: {'.'},其中大多数尸首还留在山上，冷冻在2.6万英尺（约7900米）之上的“死亡区”。
19369107,eliminacion_chino,caracteres_no_chinos: {'.'},该四颗恒星都属于天空中最亮的前25颗恒星，它们的视星等低于1.5。
19369645,eliminacion_chino,caracteres_no_chinos: {'.'},A类 A类由1.0.0.0到127.0.0.0的网络构成。
19536590,eliminacion_chino,caracteres_no_chinos: {'-'},A-law 编码常用于以数字形式传输模拟信号。
19543451,eliminacion_chino,caracteres_no_chinos: {'-'},1-2公斤的变化是正常的。
19620482,eliminacion_chino,caracteres_no_chinos: {'.'},1.本公约的规定不得影响任何缔约国在任何现有国际协定下的权利和义务，除非行使这些权利和义务将严重破坏或威胁生物多样性。
19627085,eliminacion_chino,"caracteres_no_chinos: {','}","这个月是3月份以来创造就业机会最多的月份,11月份达到了185,000,这个数字已经下调了5000。"
19707221,eliminacion_chino,caracteres_no_chinos: {'*'},*6、这对世界最大的经济体意味着什么？*
19982356,eliminacion_chino,caracteres_no_chinos: {'-'},据了解，项目实施时长为5年（2019年-2023年），将覆盖所有省（市、自治区）。
20141196,eliminacion_chino,caracteres_no_chinos: {'.'},有两个可用房间我们 圣约翰校区 和 城市校园.。
20243202,eliminacion_chino,"caracteres_no_chinos: {','}","周一发布的另一项数据显示,2月建筑支出小幅增加。"
20538391,eliminacion_chino,caracteres_no_chinos: {'.'},这也开始影响到对内部新应用的期待，它要求更加灵活分布式和混合的IT.。
20563952,eliminacion_chino,"caracteres_no_chinos: {'%', '.', ','}","同一时期，新公寓上市量增长了9.8%，达到8,186套。"
20993338,eliminacion_chino,"caracteres_no_chinos: {','}","中国以逾5,000万M2M连接数成全球互联生活市场领导者"
21011282,eliminacion_chino,caracteres_no_chinos: {'.'},迄今为止，已有2.7万人接种了埃博拉疫苗，几乎每个新患者都接受了4种研究性治疗中的一种，这在以往埃博拉疫情期间从未发生过。
21098797,eliminacion_chino,caracteres_no_chinos: {'.'},R68Possible risk of irreversible effects. 可能有不可逆后果的危险。
21129931,eliminacion_chino,caracteres_no_chinos: {'.'},取道Diamond Point Ramp抵达红绿灯处，在9号国道北段左转（Lake Shore Dr.）。
21502000,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",Qualcomm Atheros 将于今年第一季开始提供 Hy-Fi 软体更新，客户以 Qualcomm Atheros Hy-Fi 解决方案为基础之全新或现有的终端产品，将可符合 IEEE 1905...
21537605,eliminacion_chino,caracteres_no_chinos: {'.'},2.联合国任何会员国、任何专门机构或国际原子能机构的会员国或国际法院规约任何当事国得依下列方式之一成为本公约缔约国； （a）对于批准不附保留之签署； （b）待批准之签署，继后批准； （c）加入。
21629325,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","最后的E型号He 111 E-5,由Jumo 211 A-3引擎提供动力，保留在炸弹航左面的835 L （221 US gal）燃料箱。"
21810207,eliminacion_chino,"caracteres_no_chinos: {','}","而 4 腕又是 1 步的距离,24 掌也为 1 个人的高度；而这些量度，他也用在了建筑物上。"
21975446,eliminacion_chino,caracteres_no_chinos: {'*'},值得注意的是在湿度指标后面应该注明相应的温度范围，或给出*低露点温度。
22002714,eliminacion_chino,"caracteres_no_chinos: {','}","1295年，Pietro Gradenigo派出68艘船攻击亚历山大里亚的一支热那亚舰队,1299年又派100艘船进攻热那亚人。"
22159958,eliminacion_chino,caracteres_no_chinos: {'.'},美国国税局有关外籍人士和居住在外国美国公民的纳税问答，TAX INFORMATION FOR ALIENS AND U.S. CITIZENS LIVIING ABROAD
22188631,eliminacion_chino,caracteres_no_chinos: {'%'},普华永道预计，供应商将需要“升级他们的参与策略”以更有效地获得利润，他们将不得不面对这样一个事实：事实证明，消费者不愿意为连接手机以外的设备而支付额外费用——只有28%的消费者愿意为平板电脑支付额外费...
22281703,eliminacion_chino,caracteres_no_chinos: {'-'},本月早些时候，特斯拉首席执行官埃隆-马斯克（Elon Musk）表示，特斯拉有望实现“其历史上最令人惊叹的一个季度”，并表示“特斯拉正在制造和交付的汽车数量是上个季度的两倍以上”。
22452792,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","英国医学杂志,2 （3632）,255-256。"
22620952,eliminacion_chino,caracteres_no_chinos: {'-'},- 鞋类应该具有由防滑材料制成的清洁鞋底。
22644825,eliminacion_chino,caracteres_no_chinos: {'-'},B UFFALO，纽约（美联社） - 一名布法罗比尔潜在的所有权团体，其中包括摇滚歌手Jon Bon Jovi已经开始进行可行性研究，购买NFL球队并在多伦多建造体育场，一位知情人士表示……
22673429,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",“Noon Rendezvous” - 由Prince于1984年录制，出现于Sheila E.的The Glamorous Life（1984）。
22709922,eliminacion_chino,caracteres_no_chinos: {'-'},“我们现在正试图了解我们在海洋中看到的变化如何与陆地和淡水生态系统的变化相比较，”平斯基说，他同时也是德国哈雷-杰娜-莱比锡综合生物多样性研究中心（iDiv）的休假教授。
22945219,eliminacion_chino,caracteres_no_chinos: {'.'},其余则是健康的.。
23107881,eliminacion_chino,caracteres_no_chinos: {'.'},评价：这就是艾薇儿.拉维尼（Avril Lavigne），不能用文字去修饰的一个女孩。
23136000,eliminacion_chino,caracteres_no_chinos: {'-'},现在没有这样的公司存在 - 没有记录……。我相信基地 - 至少第一个正在建造然后在一个伐木项目的掩护下大型设备作业的问题 - 但他们从不公布日志。
23153997,eliminacion_chino,caracteres_no_chinos: {'%'},该订单使维斯塔斯单季度在希腊的订单量超过200兆瓦，巩固了其在该国风能市场超过50%的市场份额。
